ActorID;MovieID;Role
1900362K;3459651N;Police Officer
1900362K;3485768O;
1900362K;3492077O;
1900362K;3633413S;SN Yoshikawa
1900362K;3638561S;Kohachi
1900362K;3705544S;Okyakusama
1900362K;3706480T;Senpei Nakamura - the Hindlegs
1900362K;3707542T;
1900362K;3719600T;Hechima
1900362K;3870533T;Salesman of the car
1900362K;3887614T;
1900362K;3913916U;Sugimoto's friend
1900362K;3935678W;
1900362K;3991935K;
1900363K;3163970H;Nishino-kun
1900364K;3380196M;Taish Shokud no Keikan
1900365D;2792691A;
1900365D;2795562A;Takuz, master of an Inn
1900365D;2914011C;Otokichi
1900365D;3173147H;
1900365D;3261346K;
1900365D;3266051K;Chbei
1900365D;3276659K;
1900365D;3278331K;Old Man in Pawnshop
1900365D;3382165M;
1900365D;3426197M;
1900365D;3453790N;God of Omoikane
1900365D;3470463O;Tora
1900365D;3486075O;
1900365D;3486081O;Yamanouchi Boss
1900365D;3603605S;
1900365D;3609279S;Yamashita Restaurant owner
1900365D;3612533S;
1900365D;3622999S;Kinbe Goto
1900365D;3711797T;Tar Soma
1900365D;3870530T;Daisaku Kawakami
1900365D;3894415T;
1900365D;3914545U;Old man in dining hall
1900365D;3971880Y;Gonta (Otora)
1900365D;3980444Y;
1900365D;3986100Z;Yamashita Restaurant owner
1900365D;3986110Z;
1900365D;3992058W;
1900366K;3562824R;
1900367K;2800093A;
1900368M;3154406H;Abbot Tsurugame
1900368M;3453728N;Monk
1900368M;3492109O;
1900369K;3185941H;Haiku reader
1900371V;2762778A;
1900371V;3675398S;
1900372Y;2787702A;
1900374M;2940866C;Henchman #2
1900376C;3197255I;
1900379E;3276680K;Lupa
1900382M;3973121Y;Ignacio Mallku
1900385M;3827592T;
1900387H;3109582G;
1900387H;3700235S;Masaki Uematsu
1900388K;3887429T;Himself
1900391M;2795380A;Additional Voices
1900392Y;3644657S;
1900393M;2719773-;Himself
1900394M;3431521M;
1900394M;3605986S;
1900395M;3138304H;
1900395M;3270634K;
1900395M;3417284M;
1900395M;3782585T;Officer
1900397Y;3589381R;
1900398S;3022704E;
1900399Y;2986460D;Chang
1900399Y;3510093P;Suki
1900399Y;3803146T;Ah Hook
1900401Y;2908773C;Doctor
1900401Y;3124223G;Bari
1900401Y;3219810I;
1900401Y;3332060L;Tuvia
1900402Y;3332060L;Tuvia
1900405A;3185922H;Andre
1900405A;3266228K;Akagi
1900405A;3667843S;Himself
1900406H;2708986-;Sora
1900406H;2708990-;Matsu
1900406H;2708991-;Matsu
1900406H;2708992-;Matsu
1900406H;2708993-;Sora
1900406H;2709004-;Sora
1900406H;2709005-;Sora
1900406H;2748689A;Celestine
1900406H;2848555B;Viscount Neptune/Hiroshi Umino
1900406H;2970911D;Akemi Suedou
1900406H;3019712D;Jingo
1900406H;3133188G;Dixon
1900406H;3185946H;Mozart
1900406H;3245841J;Marcel Junod
1900406H;3278974K;Coroner
1900406H;3368262M;Tetsuya Tsurugi
1900406H;3368263M;Tetsuya Tsurugi
1900406H;3394197M;Psycho Mantis
1900406H;3439014N;Shikaku Nara
1900406H;3439024N;Shikaku Nara
1900406H;3439025N;Shikaku Nara
1900406H;3439032N;Shikaku Nara
1900406H;3439036N;Shikaku Nara
1900406H;3439037N;Shikaku Nara
1900406H;3552016P;Guizel
1900406H;3557000Q;Ensign
1900406H;3597529R;Tsunan Tsukioka
1900406H;3603335S;
1900406H;3631793S;Kurudan Style Founder
1900406H;3637623S;Gennojo Hyuga
1900406H;3638562S;
1900406H;3691323S;
1900406H;3710645T;Nobuhiko Tokiwa
1900406H;3870292T;Manager Shibata
1900406H;3873616T;Subordinate
1900406H;3895410U;Admiral Metzler
1900407K;3273386K;
1900409A;2864403B;
1900409A;3270747K;Parvi voynik
1900410F;3510508P;
1900411F;3662596S;Ruso 4
1900412H;3542716P;
1900414K;3275030K;
1900415M;3181574H;
1900416P;3120748G;
1900417B;3203632I;Editor
1900417B;3236529J;Jivko
1900417B;3474567O;Petkov
1900417B;3653278S;Doc. Yotov
1900417B;3863820T;Sgt. Manolov
1900418Y;3509176P;Vitzeadmirala
1900420B;3332022L;Sergei Lvovich
1900420B;3365636M;Tourov
1900420B;3651418S;
1900420B;3982214Z;
1900421Y;2755717A;French Ambassador
1900421Y;2832259B;Zhurnalist
1900421Y;2837273B;Kapustin
1900421Y;2982340D;
1900421Y;3019539D;Taxi passenger
1900421Y;3052976E;Perevodchik v kino
1900421Y;3098064F;
1900421Y;3224897I;Doctor
1900421Y;3256121K;
1900421Y;3271048K;
1900421Y;3322864L;
1900421Y;3418870M;
1900421Y;3418872M;
1900421Y;3448488N;Oficiant
1900421Y;3460063N;Normandie-Niemen Squadron Pilot
1900421Y;3474487O;
1900421Y;3517256P;The Sportsman
1900421Y;3534001P;
1900421Y;3542177P;Navigator
1900421Y;3634736S;Burenin
1900421Y;3652421S;Frits
1900421Y;3670849S;
1900421Y;3707747T;Sailor
1900421Y;3714491T;
1900421Y;3714521T;Yuriy Mikhaylovich Antonov
1900421Y;3884102T;Government Member
1900421Y;3887672T;
1900421Y;3893580T;Syroyezhkin
1900421Y;3914714U;
1900421Y;3930016V;
1900421Y;3932932V;Ulrik
1900421Y;3981801Z;
1900421Y;3986207Z;
1900422Y;2795105A;
1900423N;3514750P;Stefanos at 5
1900424Y;3556436Q;Boss
1900425C;3134890G;Himself
1900425C;3771672T;Himself
1900425C;3795861T;Himself
1900426C;3607247S;
1900427C;2763755A;Hige Oyaji
1900427C;2763759A;Gabura
1900427C;2763762A;Demon Familiar/N Demon Familiar
1900427C;2826941B;Jubei Yamada
1900427C;2882823B;Jii
1900427C;2970900D;Gennai
1900427C;2971869D;Tatsuemon Yanami
1900427C;3000630D;Baron
1900427C;3003499D;Buaku
1900427C;3006666D;Prime minister Ohtaka
1900427C;3006681D;Narration
1900427C;3006684D;Narration
1900427C;3006687D;Narrator
1900427C;3006688D;Kaio-sama
1900427C;3006689D;Kai-sama
1900427C;3006691D;Narration
1900427C;3006692D;Kai-sama/Narration
1900427C;3006693D;Narration
1900427C;3006694D;Narrator
1900427C;3006696D;Narrator
1900427C;3006697D;Kaio/Dr. Brief/Narration
1900427C;3006699D;Kai-sama/Narrator
1900427C;3006701D;Narrator/Planthorr
1900427C;3006702D;Narration
1900427C;3006706D;Narrator
1900427C;3006707D;Narration/North Kai
1900427C;3006708D;Narrator
1900427C;3006709D;Kaio
1900427C;3011030D;Narration
1900427C;3011038D;Dr. Briefs/Narrator/North Kaio
1900427C;3011040D;Narration/Babidi/Kaio-sama
1900427C;3011042D;King Kai
1900427C;3011043D;Narrator/Babidi/Dr. Briefs
1900427C;3011050D;Kai/Narration
1900427C;3011051D;North Kai/Narration
1900427C;3011052D;Kaio-sama
1900427C;3011056D;Narrator
1900427C;3011057D;Kaio-sama/Babidi/Narrator
1900427C;3011058D;Narrator/King Kai/Babidi
1900427C;3011063D;Narrator
1900427C;3011064D;Narrator
1900427C;3011067D;Babidi/Kaio/Narrator
1900427C;3011068D;Kaio-sama/Babidi/Narrator
1900427C;3107286G;Jubei Yanami
1900427C;3109168G;
1900427C;3109636G;
1900427C;3113583G;
1900427C;3133749G;Ayumi's Nanny
1900427C;3136157G;Dr. Umon/Professor Yumi
1900427C;3168578H;Galf
1900427C;3218677I;Totosai
1900427C;3218680I;Totosai
1900427C;3257361K;Gikkuri
1900427C;3265939K;Elder Ingen
1900427C;3265941K;Horumon Yki
1900427C;3277897K;Inspector Belbo
1900427C;3277914K;
1900427C;3277917K;
1900427C;3367303M;Yousuke Nakamori
1900427C;3367361M;Yousuke Nakamori
1900427C;3368259M;Professor Gennosuke Yumi
1900427C;3368260M;Pochi
1900427C;3368261M;Professor Gennosuke Yumi
1900427C;3368262M;Professor Yumi
1900427C;3368263M;Professor Yumi
1900427C;3388952M;(segment "Kji chshi meirei")
1900427C;3436022N;Mayor
1900427C;3452756N;
1900427C;3483947O;Kerodake
1900427C;3496933O;Tin Woodman
1900427C;3500624P;Senior
1900427C;3597392R;Lumberjack
1900427C;3597393R;Mark Williams
1900427C;3602419S;Dr. Isaac Gilmore
1900427C;3602421S;Dr. Isaac Gilmore
1900427C;3623191S;Minister
1900427C;3642799S;Additional Voices
1900427C;3696402S;Narrator
1900427C;3705539S;Priest
1900427C;3707731T;Boyakkii/Dasainen/Domoke-Yakovitch/Glocky/Kokematsu/Kosuinen
1900427C;3713751T;Boyakki
1900427C;3720687T;Doctor
1900427C;3802977T;
1900427C;3869019T;Fei Pusu
1900427C;3870381T;Buaku
1900427C;3875354T;Hoi-Hoi
1900427C;3891437T;Doctor mardock
1900427C;3895393U;Dr. Zero
1900430D;2724747A;Harris Goodman
1900430D;2864028B;Malcolm Storges
1900430D;2884866C;Lewis
1900430D;2903293C;Step Dad
1900430D;2912833C;
1900430D;2950088D;Customs agent
1900430D;2961364D;Plaid Office Worker
1900430D;3022947E;Roger
1900430D;3059030E;Hiker
1900430D;3125415G;Wiltern
1900430D;3151420H;Wm Randolph Hearst
1900430D;3169902H;William Randolph Hearst
1900430D;3339835L;Funeral Director
1900430D;3372464M;Rudy
1900430D;3409736M;Chief Hanker
1900430D;3669755S;Higgins
1900430D;3669928S;Background
1900430D;3728215T;Impersonator
1900430D;3730800T;Eular
1900430D;3735527T;Hal
1900430D;3757721T;Dr. George Meyers
1900430D;3768869T;Shopkeeper
1900430D;3801113T;Adam
1900430D;3803254T;Reporter Two
1900430D;3848684T;Dean Hayes
1900430D;3849246T;Sweatman
1900430D;3949898W;Glenn
1900430D;3953903W;Ken
1900430D;3982429Z;Dunk
1900432C;3708918T;Police Man Car #2
1900433C;3276963K;
1900434C;3448801N;Jean
1900435K;2759921A;Ranjid/Hakan/Professor/Mutter/Sirtakiman/Murat
1900435K;2971014D;Adi
1900435K;2975813D;Himself
1900435K;2975836D;Himself/Various Characters
1900435K;2975837D;Himself
1900435K;2983414D;Himself
1900435K;2983417D;Himself
1900435K;3144897H;Himself/Various Characters
1900435K;3257185K;Kaya yanar
1900435K;3586953R;Papagei Dienstag
1900435K;3966216W;Himself
1900436M;3500281P;Tamirci
1900438C;2949787D;Enemy Sniper
1900441C;3858877T;First Lieutenant
1900442C;3986920Z;Tripoli
1900443B;2903098C;Fat Albert's Carer
1900444C;3390370M;
1900445M;3253356K;
1900447C;3983063Z;
1900448D;2762853A;
1900448D;2762861A;
1900448D;2763834A;Eikichi
1900448D;2795561A;
1900448D;2950081D;
1900448D;3007049D;Reporter
1900448D;3100659F;
1900448D;3137431G;
1900448D;3142112H;
1900448D;3184925H;Master of sports store
1900448D;3220083I;Asakichi
1900448D;3250143K;Kawaguchi
1900448D;3253435K;Oniwaka no sato
1900448D;3257059K;
1900448D;3272704K;
1900448D;3279028K;
1900448D;3279030K;Isha
1900448D;3425927M;
1900448D;3489083O;
1900448D;3578158R;Eisan Kanda
1900448D;3600552S;Takada
1900448D;3691153S;Tamiya
1900448D;3717439T;
1900448D;3832357T;A man with a hat
1900448D;3971907Y;Ken Ishizaki
1900448D;3976178Y;
1900449D;3394699M;Special Voice Appearance
1900449D;3666890S;Rabbit
1900450D;3602458S;
1900451D;2790112A;Himself
1900451D;3858871T;Yakitori Businessman 4
1900452D;3357641L;Man on Greek Island
1900458E;3973318Y;Messenger
1900459Y;3937741W;
1900460E;2785968A;
1900460E;2786309A;
1900460E;2826274B;
1900460E;2966051D;
1900460E;3105366G;
1900460E;3158957H;
1900460E;3228843J;
1900460E;3252446K;Romeo Dizon
1900460E;3365699M;Roger
1900460E;3404397M;
1900460E;3436655N;
1900460E;3580362R;Rex
1900461G;3079162F;Drag Racer
1900462M;2919099C;
1900463Y;2775238A;
1900463Y;3774413T;
1900463Y;3845128T;Himself
1900465E;3784925T;George
1900467B;3039020E;Himself - brass
1900469F;3437831N;Student
1900470F;3948755W;O'Malley's Bartender
1900471F;2806401A;Rusty
1900471F;2823710B;Beer Drinker
1900471F;2827284B;Cowboy/Diner Patron
1900471F;3004357D;Father
1900471F;3112809G;Country Club
1900471F;3334691L;Background
1900471F;3530855P;Tanner
1900471F;3534510P;Vernon
1900471F;3596126R;Christian Refugee
1900471F;3686843S;Old Man
1900471F;3831646T;Doctor
1900472F;3124695G;Emma
1900473D;2820092B;Captain James R. VanZandt
1900474D;2716107-;Himself - Southern Mississippi Golden Eagles Linebacker
1900475D;3454960N;Himself
1900476D;2715326-;Himself - Tennessee Volunteers Running Back
1900477E;3720556T;President
1900479E;3070260F;
1900480E;2969839D;Therapist
1900482G;3959789W;Himself - Tug Hill Resident
1900483G;3949508W;Church Minister
1900484G;3493555O;
1900484G;3944386W;Himself
1900485J;3219292I;
1900486G;3822085T;Extra
1900487G;3818276T;Homicide Detective
1900488G;2909096C;Dead Person #8
1900489G;2946428C;Himself
1900489G;3078205F;Bradford Armstrong
1900490K;2730776A;Kalimba
1900491G;2713532-;Himself - 158th Overall Pick
1900492L;2722988-;Davis
1900492L;2961184D;Bruce
1900494M;3692569S;Ambulance Driver
1900495M;2880999B;Panicked Student
1900495M;3132373G;Bruno (Segment: Grave of the Gods)
1900496M;3320989L;Audience Shill - 'Praise the Lord, Brother!'
1900497M;3308392L;Mountain Man - Timber
1900498N;3174247H;Autumn Atkins
1900500H;3675404S;Tucker
1900501H;3272406K;Himself
1900503H;3168346H;Andy Weston
1900503H;3257810K;Chadd
1900504H;3415422M;Himself
1900506H;3159330H;Joshua Thomas
1900506H;3369829M;Burt
1900506H;3370772M;Tim "One Shot" Brown
1900506H;3649541S;Royal Delacroix
1900506H;3735093T;Sam
1900507H;3114310G;Radio Announcer
1900507H;3775256T;Himself
1900510W;3354235L;Sanctuary Bartender
1900511H;3960905W;Himself
1900512O;3127186G;Violinist
1900512O;3360686L;Bit-Part
1900512O;3933780V;Oleg
1900513J;3753554T;Enforcer #1
1900513J;3789993T;The Bodyguard
1900514H;2710160-;
1900514H;2811183A;
1900514H;2817826B;Bashtata na Elena
1900514H;2819779B;Panov
1900514H;2864403B;Stareyshinata ha kuptzite
1900514H;2866953B;Asenov
1900514H;2878246B;
1900514H;2878414B;
1900514H;2882387B;Bashtata na Angel
1900514H;2905954C;
1900514H;2906012C;Direktorat
1900514H;2906257C;
1900514H;2911464C;Rotev
1900514H;2913629C;Sotir
1900514H;2948553D;
1900514H;2951411D;Dosadnik
1900514H;2997330D;Doktor Yanev
1900514H;3006337D;Naemniyat ubietz
1900514H;3018875D;Research-worker
1900514H;3019035D;Pratenik na tzarya
1900514H;3037911E;
1900514H;3050638E;Elin Pelin
1900514H;3127165G;
1900514H;3131653G;
1900514H;3176958H;
1900514H;3215448I;Nachalnikat na militziyata
1900514H;3249335K;Direktorat na pechatnitzata
1900514H;3255068K;
1900514H;3256499K;
1900514H;3260520K;
1900514H;3270747K;Bay Stancho
1900514H;3271016K;
1900514H;3273364K;
1900514H;3275240K;
1900514H;3275243K;Frati
1900514H;3371027M;
1900514H;3373737M;Tastat
1900514H;3431969M;Sledovatelyat Pashaliyski
1900514H;3435193N;
1900514H;3459296N;Feldsherat
1900514H;3472218O;
1900514H;3489811O;Fotografat
1900514H;3529542P;Kiril
1900514H;3530448P;
1900514H;3532853P;Otgovornikat na otryadnitzite
1900514H;3536216P;
1900514H;3566350R;Staretzat (Segment 4 Krehko ravnovesie)
1900514H;3676585S;Sauchenikat na Grigorov
1900514H;3682141S;
1900514H;3687474S;Darvodeletzat
1900514H;3872050T;
1900514H;3895482U;General Mihov
1900514H;3913719U;Pacijent XIII
1900514H;3922869V;Vakril
1900514H;3933040V;Molla Sulfikar Softa
1900514H;3933263V;Krachmaryat
1900514H;3933494V;
1900514H;3959490W;Nedev
1900514H;3985667Z;Petko Sabyata
1900516N;2819403B;Jorre
1900516N;3700729S;Djore
1900517H;2842346B;Young Leonid
1900517H;3416063M;Paton's Nephew
1900518O;3930113V;Marshal Pilsudski
1900518O;3981876Z;Sergeant
1900519C;2742068A;Rob Lancaster
1900519C;2902072C;Phil Roberts
1900520K;3721559T;
1900521J;3730989T;Himself
1900524J;3335538L;
1900525Y;2884214C;
1900525Y;3877836T;
1900526J;3942599W;Restaurant Patron
1900528N;2931217C;
1900528N;3534806P;Andrs
1900528N;3621012S;Secuestrador
1900529Y;2811823A;Max Von Punx
1900529Y;2811824A;Max Von Punx
1900531Y;3945065W;Himself
1900532J;2932971C;Policeman
1900534C;3051870E;
1900535C;3774291T;Poogie
1900536D;3246494J;Prison Guard
1900537D;3902653U;Daniel
1900538E;3846541T;Cop 2
1900540J;3955120W;
1900541J;3588500R;Band Member 1
1900542J;3331317L;Coroner
1900543K;3023446E;Lilia's School Friend
1900544K;3647658S;Bodyguard #1
1900545J;3105158G;Waymer Rolls Royce
1900546M;3106508G;Narrator
1900547J;3762273T;Neighborhood Thug
1900549M;2821002B;Himself - Baltimore Ravens Offensive Guard
1900551M;3129083G;The Local Population
1900552V;3926549V;
1900553Y;3438114N;Oldman
1900554J;3488873O;
1900555J;2913713C;
1900555J;3932866V;Shurkha
1900557Z;3830644T;Himself
1900558Y;3121558G;Yandel
1900559B;2833962B;Councilman/Politician 2/White Coat Man
1900559B;2880340B;Higuchi
1900559B;3109599G;The King of Birdland
1900559B;3109675G;Collector C
1900559B;3114342G;Additional Voices
1900559B;3114343G;Additional Voices
1900559B;3483926O;Bon Clay/Mr. 2
1900559B;3606032S;Mansaku Jin'nchi
1900559B;3717353T;Gradana
1900559B;3937421W;Mr. 2/Bon Clay
1900560C;3651273S;Competition Skateboarder
1900560C;3673165S;Himself - Skateboarder
1900561D;3790886T;The Sweeper of Dreams
1900563J;2804611A;Man in mask
1900565J;3096258F;Toady
1900566K;3727869T;Surfer
1900567Y;3915604V;Guard 3 (segment "Safe Haven")
1900570M;2938439C;Abdul
1900570M;3713954T;Mehmet
1900573Y;3316302L;Le jongleur
1900574K;3335238L;Bentley Stone
1900574K;3695762S;Fred Fellasheen
1900575K;3790379T;The Children
1900576M;3986641Z;Uncle Frankie Zombie
1900577M;3780838T;Creature
1900578B;2864703B;Brian Knobbs
1900578B;2917765C;Brian Knobbs- The Nasty Boys
1900578B;2917766C;Brian Knobbs
1900578B;2917778C;Brian Knobbs
1900578B;2917780C;Brian Knobbs
1900578B;2917782C;Brian Knobbs
1900578B;2996712D;Brian Knobs
1900578B;3140983H;Brian Knobbs
1900578B;3140987H;Brian Knobbs
1900578B;3182260H;Brian Knobbs
1900578B;3397136M;Brian Knobbs
1900578B;3440894N;Brian Knobbs
1900578B;3465953N;Brian Knobbs
1900578B;3585912R;Brian Knobbs
1900578B;3594528R;Brian Knobbs
1900578B;3694483S;Brian Knobbs
1900578B;3697159S;The Terrorist
1900578B;3699322S;Brian Knobbs
1900578B;3728285T;Brian Knobbs
1900578B;3734782T;Brian Knobbs
1900578B;3734866T;Brian Knobbs
1900578B;3739972T;Brian Knobbs
1900578B;3772115T;Brian Knobbs
1900578B;3826366T;Umpire
1900578B;3828203T;Himself
1900578B;3832162T;Brian Knobbs
1900578B;3941590W;Brian Knobbs
1900578B;3941591W;Brian Knobbs
1900578B;3941593W;Brian Knobbs
1900578B;3941595W;Brian Knobbs
1900578B;3941598W;Brian Knobbs- The Nasty Boys
1900578B;3941599W;Brian Knobbs
1900578B;3941600W;Brian Knobbs
1900578B;3941601W;Brian Knobbs
1900578B;3941602W;Brian Knobbs
1900578B;3941607W;Brian Knobbs
1900578B;3941613W;Brian Knobbs
1900578B;3941622W;Brian Knobbs
1900578B;3941625W;Brian Knobbs
1900578B;3941626W;Brian Knobbs
1900578B;3941628W;Brian Knobbs
1900578B;3941629W;Brian Knobbs
1900578B;3941638W;Brian Knobbs
1900578B;3941642W;Brian Knobbs
1900578B;3941645W;Brian Knobbs
1900578B;3941646W;Brian Knobbs
1900578B;3941658W;Brian Knobbs
1900578B;3941660W;Brian Knobbs
1900578B;3941664W;Brian Knobbs
1900578B;3941667W;Brian Knobbs
1900578B;3941668W;Brian Knobbs
1900578B;3941669W;Brian Knobbs
1900578B;3967438W;Brian Knobbs
1900578B;3967439W;Brian Knobbs
1900578B;3968622W;Brian Knobbs
1900578B;3968626W;Brian Knobbs
1900578B;3968710W;Brian Knobbs
1900578B;3968774W;Brian Knobbs
1900578B;3968778W;Brian Knobbs
1900578B;3968810W;Brian Knobbs
1900578B;3968821W;Brian Knobbs
1900578B;3968827W;Brian Knobbs
1900578B;3968830W;Brian Knobbs
1900578B;3968837W;Brian Knobbs
1900578B;3968849W;Brian Knobbs
1900578B;3968886W;Brian Knobbs
1900578B;3968987W;Brian Knobbs
1900578B;3970966X;Brian Knobbs - The Nasty Boys
1900579M;2867097B;Soldier (segment "Troye v voronke")
1900579M;3857181T;(segment "Three in a Shell Hole")
1900581M;2888230C;The Musician
1900583L;3130166G;Man at Bar
1900583L;3737707T;Delivery Boy
1900585B;3900532U;Marco
1900586D;2917255C;Guard
1900587D;2870414B;
1900588K;3799263T;
1900590L;2963364D;
1900590L;3033424E;Carlitos
1900590L;3036043E;Lambruschini
1900590L;3107885G;El Rosarino
1900590L;3128290G;
1900590L;3291697L;Siciliano
1900590L;3390830M;
1900590L;3550514P;
1900590L;3644896S;
1900590L;3953202W;
1900590L;3989465D;Mdico
1900591Y;3421372M;Himself
1900591Y;3540749P;Himself
1900592M;3735316T;Band Member: Reeds
1900593J;3906366U;Kaleb
1900594J;3786633T;Runner
1900596L;3533961P;Himself
1900598A;3381548M;
1900599C;3920388V;
1900600C;3042639E;
1900601D;3759811T;DizTonics
1900604G;2895477C;
1900604G;3020329D;
1900605L;3152494H;Mimi
1900605L;3849617T;Lil Sister
1900605L;3855957T;Olive
1900606L;2791155A;
1900607J;3975300Y;
1900608J;3381548M;
1900609M;3381548M;
1900611L;3228128J;
1900612L;2949878D;Tomato Kick Crowd
1900613L;2994867D;Gourmet Photographer
1900615L;3381548M;
1900616N;2984298D;
1900618B;2772138A;Interviewer
1900619J;2926034C;Himself
1900619J;3076870F;Himself
1900619J;3692138S;Joe
1900620E;3688791S;Anthony
1900621G;3760316T;Himself - Bulgarian Entry
1900623M;2759898A;
1900623M;2763494A;Inspektorat Angelov
1900623M;2951107D;Dalmau
1900623M;3015096D;Tahov
1900623M;3028724E;Michman Nakov
1900623M;3124243G;
1900623M;3232606J;Minister
1900623M;3251605K;
1900623M;3322873L;Serapion
1900623M;3442800N;Bay Kiro
1900623M;3448459N;
1900623M;3460856N;Inzhener Tomov
1900623M;3492009O;Viktor
1900623M;3550040P;
1900623M;3652478S;Razlogov
1900623M;3670836S;
1900624M;2825433B;Floro
1900624M;2876738B;Cool Lyubo
1900624M;2906014C;Hristo
1900624M;2906441C;Podporuchik Stoyanov
1900624M;2956610D;Sinat
1900624M;2971820D;
1900624M;3015504D;
1900624M;3024379E;Petur
1900624M;3038893E;Smiler
1900624M;3050638E;Sekretaryat Hristo Nikov
1900624M;3054114E;Doktor Peev
1900624M;3124242G;Muro
1900624M;3124514G;
1900624M;3127165G;
1900624M;3188031I;Glasat na Cherni
1900624M;3249335K;Velev
1900624M;3254123K;
1900624M;3256509K;Partizaninat sas slabite nervi
1900624M;3260520K;Khan Asparoukh
1900624M;3271937K;Metodiy
1900624M;3272079K;Kapitan Sahatchiev
1900624M;3273364K;Nasilnik
1900624M;3280135L;Insane Passione
1900624M;3291713L;Ufficiale Svizzero
1900624M;3393787M;Nikola
1900624M;3472218O;Mladen
1900624M;3492006O;Aptekaryat
1900624M;3589313R;Vlado
1900624M;3655443S;
1900624M;3670836S;
1900624M;3674260S;Boko
1900624M;3714550T;Denchev
1900624M;3919075V;
1900624M;3921607V;
1900624M;3984687Z;Tushe Dinev
1900625M;3349529L;Kyril's Father
1900626M;2763082A;
1900626M;3211046I;07 bez mustatzi
1900626M;3332243L;Stanyo Tetevenetza
1900627M;3445023N;Piper musician
1900628M;2797064A;
1900629Y;3443097N;Ilia
1900629Y;3893981T;
1900630Y;3638158S;
1900631M;2829290B;Ms. Winston
1900632M;3813429T;Carrie
1900633C;3624116S;One World Video Game Hero
1900634M;2883689C;All Except Jaylene
1900634M;2883690C;
1900634M;2899764C;ALL Except Sponge Bath Nurse
1900634M;2899765C;
1900634M;2971348D;
1900634M;3083591F;
1900634M;3629857S;
1900636M;3937736W;Robert
1900639M;3295609L;Doctor
1900640M;3784041T;Extra in Alley Scene
1900641M;2720235-;Interrogator
1900641M;3613095S;Cuban Man
1900642M;2725235A;Young Norman
1900643M;3247006J;Himself
1900644M;2843546B;Pancho
1900644M;2864572B;Altar Boy
1900644M;3086282F;Gabriel Hernandez
1900644M;3126722G;Pete
1900644M;3475217O;2nd Child
1900644M;3771546T;Pete
1900644M;3771547T;Pete
1900644M;3796641T;Juan
1900644M;3804004T;Young Tonweya
1900644M;3809177T;Indian Boy
1900644M;3976983Y;
